번호,소재지전화,사업장명
727,031-954-7111,한사랑요양병원
728,031-652-2121,의료법인 박애의료재단 박애병원
729,031-651-1311,연세다움병원
730,031-8071-1661,파주한빛병원
731,950-9000,문산중앙병원
732,031-944-2006,큰나무요양병원
733,031-686-7271~3,서울제일병원
734,031-669-9977,경기도립노인전문 평택병원
735,031-615-7500,서울제일병원
736,031-683-2277,의료법인 혜담의료재단 평택이편안요양병원
737,610-8200,평택21세기병원
738,-10600,의료법인 양진의료재단 평택성모병원
739,031-652-6200,평택비전병원
740,1644-1090,스마일본병원
741,031-467-9114,효산의료재단 안양샘병원
742,031-612-7000,의료법인 청파의료재단 송탄중앙병원
743,031-666-2600,의료법인 갈렌의료재단 박병원
744,031-539-9114,경기도의료원포천병원
745,031-530-1203,국군포천병원
746,031-542-0222,의료법인 일심의료재단 포천우리병원
747,031-535-2119,강병원
748,031-1577-0245,포천새맘요양병원
749,031-463-0023,평촌우리병원
750,031-1588-2012,평촌서울나우병원
751,031-821-6500,의정부연세요양병원
752,031-823-3650,해동한방병원
753,031-828-5000,경기도의료원의정부병원
754,1661-7500,가톨릭대학교의정부성모병원
755,031-845-7777,추병원
756,031-877-6081,한도한방병원
757,1544-1131,의료법인성베드로병원
758,031-856-8111,의료법인 영동의료재단 의정부백병원
759,031-449-0200,원천의료재단 앞선중화요양병원
760,031-460-1000,의료법인 토마스의료재단 안양윌스기념병원
761,031-451-0090,하늘빛재활의학병원
762,031-441-0153,성심힐요양병원
763,031-360-1275,바른몸 한방병원
764,031-469-1007,민정형외과병원
765,031-442-6655,선진병원(요양병원)
766,031-467-9000,인산의료재단 메트로병원
767,031-449-0001,원천의료재단 앞선중화한방병원
768,1670-7575,국제나은병원
769,031-446-0048,의료법인 해뜨는 요양병원
770,031-826-1300,송추정신병원(성람재단)
771,031-857-0963,국군양주병원
772,031-825-5000,양주예쓰병원
773,031-829-7700,송추효사랑요양병원
774,031-867-3131,실로암노인전문병원
775,031-876-5417,연세요양병원
776,031-876-0119,신안요양병원
777,031-876-1109,돌담요양병원
778,031-859-1231,나무정원여성병원
779,031-657-1451,의료법인양진의료재단 성세아이들병원
780,031-681-1119,성심중앙병원
781,031-5182-7700,의료법인백송의료재단 굿모닝병원
782,031-683-9117,의료법인백성의료재단 안중백병원
783,031-951-7500,튼튼어린이병원
784,531-2641,한내가족처럼요양병원
785,031-532-0027,화현요양병원
786,031-544-7701,의료법인 범문의료재단 진요양병원
787,031-514-9988,인화병원
788,031-791-7330,햇살병원
789,1644-0025,하남S병원
790,031-796-0126,금병원
791,031-836-7341,연세하늘병원
792,031-844-9100,참튼튼병원
793,031-855-6800,호원병원
794,031-830-2000,서울척병원
795,031-879-2200,마스터플러스병원
796,318370100,송추효요양병원
797,031-836-4488,양주큰길요양병원
798,031-894-1000,서울 대효 요양병원
799,031-828-8500,경기웰니스요양병원
800,031-887-0905,대진요양병원
801,031-886-4100,경기도립노인전문여주병원
802,031-883-7585,여주순영병원
803,031-884-8100,베스트요양병원
804,031-883-7585,여주세민병원
805,031-853-9222,의정부힐링스병원
806,031-875-7878,한서중앙병원
807,031-795-3805,하남요양병원
808,031-796-1616,하남샬롬요양병원
809,031-853-2870,탑연세치과병원
810,1588-7562,미사튼튼병원
811,031-380-7300,봄빛병원
812,031-380-1500,한림대학교성심병원
813,031-387-0114,평촌중앙병원
814,031-421-7575,의료법인서원의료재단김형근예병원
815,031-440-8275,평촌예치과병원
816,031-421-9600,그린재활의학과병원
817,031-387-2211,아벤스병원
818,031-871-2244,의정부요양병원
819,031-843-9119,중앙효요양병원
820,031-851-0112,리하트병원
821,031-853-7919,더드림요양병원
822,031-885-7582,연세새로운병원
823,031-880-7700,세종여주병원
824,031-840-6500,청우병원
825,031-851-0117,우리조은한방병원
826,031-775-1927,홍영노인전문병원
827,031-773-3581,브니엘노인전문병원
828,031-879-3800,신여성병원
829,031-853-7500,우먼피아여성병원
830,031-770-5000,양평병원
831,031-375-0071,오산메디컬재활요양병원
832,031-375-2835,유림치과병원
833,031-775-7582,한길요양병원
834,031-771-6545,양평효노인전문병원
835,031-770-7000,다나암요양병원
836,031-879-7575,로체스터병원
837,031-853-0119,의료법인 송화의료재단 조은요양병원
838,031-375-4197,서울어린이병원
839,1800-6655,송호욱병원
840,1544-5355,조은오산병원
841,031-1661-0032,버팀병원
842,031-772-5119,양수삼성요양병원
843,031-580-5555,국립교통재활병원
844,031-772-7119,양평엘한방병원
845,031-775-1122,생생우리누리요양병원
846,031-379-8300,오산한국병원
847,031-1670-8971,오산세종병원
848,031-455-3333,의료법인 계요의료재단 계요병원
849,031-462-3280,부곡치과병원
850,031-422-1991,서울와이즈요양병원
851,031-373-3500,세교요양병원
852,031-1522-7525,삼성본병원
853,031-376-8830,세마그린요양병원
854,031-378-1151,이안한방병원
855,031-340-5000,다사랑중앙병원
856,031-455-3333,의료법인 계요의료재단 계요노인전문병원
857,031-340-0114,의료법인 의왕시티의료재단 시티병원
858,02-333-5151,에스앤유서울병원
859,031-442-7582,안양요양병원
860,043-647-8277,제천은혜요양병원
861,051-715-4100,퀸즈파크여성병원
862,062-456-8800,우산한방병원
863,061272-3333,목포청담병원
864,062-526-0075,우리한방병원
865,031-944-6123,연세요양병원
866,032-437-5002,인천수요양병원
867,02-2222-8100,대전대학교서울한방병원
868,02-6359-7554,금천한방병원
869,062-606-8275,문영래 정형외과병원
870,055-724-0072,자연힐한방병원
871,031-657-2200,평택제니스요양병원
872,02-456-8898,편안한요양병원
873,032-423-3650,새론한방병원
874,041-563-0000,아이본병원
875,031-373-1773,스타트요양병원
876,1644-9339,서울요양병원
877,051-202-1113,개나리소아청소년과병원
878,032-431-8899,스마일요양병원
879,032-554-7582,인천한방병원
880,-9182,새로난한방병원
881,1661-5727,청봉병원
882,052-274-2009,제니스병원
883,02-6677-8875,뉴민병원
884,042-524-1075,꽃빛한방병원
885,042-607-1234,의료법인 밝은마음의료재단 워크런재활병원
886,062-717-1111,스마트원치과병원
887,02-384-2311,은평요양병원
888,031-8028-5577,미사강변요양병원
889,061-288-5500,의료법인이영의료재단 시그니티요양병원
890,031-850-7000,동원요양병원
891,02-337-8111,마포요양병원
892,032-721-3000,(의)성세의료재단 영종국제병원
893,053-766-5555,김신요양병원
894,032-220-1500,청라베스트요양병원
895,061797-1000,의료법인파스카의료재단 광양우리병원
896,053-218-9900,다사요양병원
897,051-929-2000,해운대 한빛요양병원
898,02-831-1075,대윤한방병원
899,053-582-7777,봄요양병원
900,1833-7887,인주한방병원
901,053-565-1190,광개토병원
902,053-230-3000,대명휴요양병원
903,032-433-7575,더원한방병원
904,031-795-4900,라이프요양병원
905,031-758-7000,위례센트럴요양병원
906,02-518-8599,힘찬큐한방병원
907,02-2088-0580,서울탑병원
908,02-526-0821,모커리한방병원
909,031-314-7575,흥케이병원
910,0431533-0607,채음한방병원
911,033-455-3131,철원요양병원
912,033452-5011,철원병원
913,033-343-0901,횡성대성병원
914,062-528-2525,비엔날레병원
915,051-744-1004,한마음병원
916,055-785-3688,아는마음 한방병원
917,031-766-0327,미켈란젤로병원
918,558845600,하동한국병원
919,031-665-7654,가온한방병원
920,055-786-8400,의료법인 행복한의료재단 경남도립정신병원
921,051-991-1119,굳건병원
922,062-710-0005,오아시스요양병원
923,062-720-4700,광주한방병원
924,053-983-3300,연경푸른숲한방병원
925,041-735-3535,논산경희한방병원
926,1555-1627,더힐병원
927,053-770-2032,대구한의대한방병원
928,055-633-2368,신청춘한방병원
929,031-365-5320,아너스힐병원
930,031-381-8881,아이생각성모병원
931,031-718-2828,스마일분당예치과병원
932,031-713-2828,새로분당예치과병원
933,062-710-0710,잘본한방병원
934,031-713-2875,드림분당예치과병원
935,062-710-9000,삼익한방병원
936,051-312-5566,상현한방병원
937,557418002,진주굿모닝병원
938,033812-2882,서울매일치과병원
939,315233980,다산청아람어린이병원
940,042-331-1005,판암고래한방병원
941,063462-5000,봄요양병원
942,02-6287-5500,강철병원
943,02-418-2275,서울오브치과병원
944,031-8042-7584,마음한방병원
945,062-716-1700,서울한방병원
946,031-8011-2075,이천하늘애한방병원
947,055-715-7100,이에이씨병원
948,062-385-8275,상무효정병원
949,062-220-3373,조선대학교병원
950,062-616-3800,조선대학교치과병원
951,062-234-5766,기독건강병원
952,062-225-6007,청심병원
953,062-227-7775,광주소망병원
954,062-228-1175,천지인한방병원
955,062-220-5893,전남대학교병원
956,,경희궁한방병원
957,062-230-9000,광주고려요양병원
958,062-414-0100,태평요양병원
959,062-716-8021,세종요양병원(의료법인세종의료재단)
960,062-601-9000,강남요양병원
961,230-2300,양명요양병원
962,062-250-7575,치유요양병원
963,062-250-2000,포시즌스요양병원
964,053-810-0001,의료법인동오의료재단 도움요양병원
965,053-791-3000,경산라온치과병원
966,053-814-0171,의료법인수성의료재단영남요양병원
967,053815-9100,의료법인양지의료재단 양지요양병원
968,053-812-4500,선요양병원
969,053-813-0660,의료법인송백의료재단 늘푸른요양병원
970,053-817-9600,꿈나무아동병원
971,053819-8803,의료법인서명의료재단 세명종합병원
972,053-819-0784,경상북도립경산노인전문요양병원
973,053-853-1355,의료법인보현의료재단부림요양병원
974,053-716-1000,경산미르치과병원
975,053-819-9500,의료법인 벽삼의료재단우리세명병원
976,053-811-7000,서요양병원
977,053-715-0100,의)근원의료재단 경산중앙병원
978,054-654-6611,의료법인 서준의료재단 예천권병원
979,054372-3073,의료법인산동의료재단 산동요양병원
980,054-370-5450,군립청도노인요양병원
981,054-373-7400,의료법인정암의료재단 윤성요양병원
982,054-373-0911,의료법인영은의료재단 하나병원
983,054-372-8888,의료법인 선한의료재단 청도자연요양병원
984,054-834-3500,의료법인재효의료재단 의성요양병원
985,054550-7700,의료법인동춘의료재단문경제일병원
986,054-555-2011,의료법인서일의료재단문경중앙병원
987,054-550-7033,시립문경요양병원
988,054-370-9900,의료법인해동의료재단청도메타병원
989,054-371-7770,감꽃요양병원
990,054-785-7000,울진군의료원
991,054-785-7005,울진군의료원요양병원
992,054-788-9090,의료법인동제의료재단 오차드요양병원
993,054-832-2036,의료법인제중원 제남병원
994,054-861-9111,의료법인영제의료재단 영남제일병원
995,054-834-1048,의료법인염광의료재단 성심요양병원
996,054-861-3388,의료법인성제의료재단 성제요양병원
997,054)834-6660,의료법인 해안의료재단 해안1병원
998,054-832-7575,의성제일요양병원
999,054-532-5001,의료법인삼백의료재단상주성모병원
1000,530-9000,의료법인 심천의료재단 상주제일병원
1001,530-5300,상주시립요양병원
1002,054-536-5588,의료법인 우석의료재단 연세요양병원
1003,054-531-0005,바른재활의학과병원
1004,054-734-9119,의료법인 영덕의료재단 영덕효요양병원
1005,054-955-2661,의료법인 영암의료재단 고령영생병원
1006,054-956-8700,고령군립요양병원
1007,054-655-8000,의료법인인덕의료재단 경도요양병원
1008,054655-6688,의료법인 벽산의료재단 경희요양병원
1009,054-633-1131,영주자인병원
1010,054-639-8888,의료법인영주의료재단명품요양병원
1011,639-9000,의료법인청봉의료재단성누가병원
1012,635-6161,영주기독병원
1013,634-3007,의료법인일맥의료재단영주인애가한방병원
1014,639-8800,(의)태훈의료재단 새희망병원
1015,054-631-1500,영주시립노인전문요양병원
1016,054-634-7600,영주삼봉병원
1017,054-630-9900,의)기호의료재단 청하요양병원
1018,054-440-1045,구미시립노인요양병원
1019,054-458-9300,강남병원
1020,054-475-2804,의료법인여연의료재단인동엘리트치과병원
1021,054710-6000,의료법인 갑을의료재단 갑을구미재활병원
1022,054-442-0046,의료법인 민현의료재단 미래로병원
1023,054-713-1000,큰사랑요양병원
1024,054-451-5000,의료법인베델의료재단 구미천사요양병원
1025,054-932-1212,성주무강병원
